Edad	Sexo	Unidad	Periodo	Total
De 65 a 69 años	Ambos sexos	Valor absoluto	2005T1	88,9
De 65 a 69 años	Ambos sexos	Valor absoluto	2004T4	73,7
De 65 a 69 años	Ambos sexos	Valor absoluto	2004T3	76,3
De 65 a 69 años	Ambos sexos	Valor absoluto	2004T2	85,1
De 65 a 69 años	Ambos sexos	Valor absoluto	2004T1	82,1
De 65 a 69 años	Ambos sexos	Valor absoluto	2003T4	78,2
De 65 a 69 años	Ambos sexos	Valor absoluto	2003T3	76,6
De 65 a 69 años	Ambos sexos	Valor absoluto	2003T2	80,4
De 65 a 69 años	Ambos sexos	Valor absoluto	2003T1	82,5
De 65 a 69 años	Ambos sexos	Valor absoluto	2002T4	71,6
De 65 a 69 años	Ambos sexos	Valor absoluto	2002T3	76,2
De 65 a 69 años	Ambos sexos	Valor absoluto	2002T2	79,3
De 65 a 69 años	Ambos sexos	Valor absoluto	2002T1	85,3
De 65 a 69 años	Ambos sexos	Porcentaje	2022T3	1,2
De 65 a 69 años	Ambos sexos	Porcentaje	2022T2	1,1
De 65 a 69 años	Ambos sexos	Porcentaje	2022T1	1,1
De 65 a 69 años	Ambos sexos	Porcentaje	2021T4	1,1
De 65 a 69 años	Ambos sexos	Porcentaje	2021T3	1,0
De 65 a 69 años	Ambos sexos	Porcentaje	2021T2	1,0
De 65 a 69 años	Ambos sexos	Porcentaje	2021T1	1,0
De 65 a 69 años	Ambos sexos	Porcentaje	2020T4	1,0
De 65 a 69 años	Ambos sexos	Porcentaje	2020T3	0,9
De 65 a 69 años	Ambos sexos	Porcentaje	2020T2	0,9
De 65 a 69 años	Ambos sexos	Porcentaje	2020T1	0,8
De 65 a 69 años	Ambos sexos	Porcentaje	2019T4	0,7
De 65 a 69 años	Ambos sexos	Porcentaje	2019T3	0,8
De 65 a 69 años	Ambos sexos	Porcentaje	2019T2	0,7
De 65 a 69 años	Ambos sexos	Porcentaje	2019T1	0,7
De 65 a 69 años	Ambos sexos	Porcentaje	2018T4	0,7
De 65 a 69 años	Ambos sexos	Porcentaje	2018T3	0,7
De 65 a 69 años	Ambos sexos	Porcentaje	2018T2	0,7
De 65 a 69 años	Ambos sexos	Porcentaje	2018T1	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2017T4	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2017T3	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2017T2	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2017T1	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2016T4	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2016T3	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2016T2	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2016T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2015T4	0,6
De 65 a 69 años	Ambos sexos	Porcentaje	2015T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2015T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2015T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2014T4	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2014T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2014T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2014T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2013T4	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2013T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2013T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2013T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2012T4	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2012T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2012T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2012T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2011T4	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2011T3	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2011T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2011T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2010T4	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2010T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2010T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2010T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2009T4	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2009T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2009T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2009T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2008T4	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2008T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2008T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2008T1	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2007T4	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2007T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2007T2	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2007T1	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2006T4	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2006T3	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2006T2	0,5
De 65 a 69 años	Ambos sexos	Porcentaje	2006T1	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2005T4	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2005T3	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2005T2	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2005T1	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2004T4	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2004T3	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2004T2	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2004T1	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2003T4	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2003T3	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2003T2	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2003T1	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2002T4	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2002T3	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2002T2	0,4
De 65 a 69 años	Ambos sexos	Porcentaje	2002T1	0,5
De 65 a 69 años	Hombres	Valor absoluto	2022T3	149,9
De 65 a 69 años	Hombres	Valor absoluto	2022T2	132,3
De 65 a 69 años	Hombres	Valor absoluto	2022T1	136,7
De 65 a 69 años	Hombres	Valor absoluto	2021T4	132,5
De 65 a 69 años	Hombres	Valor absoluto	2021T3	127,6
De 65 a 69 años	Hombres	Valor absoluto	2021T2	132,7
De 65 a 69 años	Hombres	Valor absoluto	2021T1	121,6
De 65 a 69 años	Hombres	Valor absoluto	2020T4	125,5
De 65 a 69 años	Hombres	Valor absoluto	2020T3	120,6
De 65 a 69 años	Hombres	Valor absoluto	2020T2	104,9
De 65 a 69 años	Hombres	Valor absoluto	2020T1	102,1
De 65 a 69 años	Hombres	Valor absoluto	2019T4	98,3
De 65 a 69 años	Hombres	Valor absoluto	2019T3	96,7
De 65 a 69 años	Hombres	Valor absoluto	2019T2	93,6
De 65 a 69 años	Hombres	Valor absoluto	2019T1	80,6
De 65 a 69 años	Hombres	Valor absoluto	2018T4	82,8
De 65 a 69 años	Hombres	Valor absoluto	2018T3	88,0
De 65 a 69 años	Hombres	Valor absoluto	2018T2	87,0
De 65 a 69 años	Hombres	Valor absoluto	2018T1	87,0
De 65 a 69 años	Hombres	Valor absoluto	2017T4	83,2
De 65 a 69 años	Hombres	Valor absoluto	2017T3	87,9
De 65 a 69 años	Hombres	Valor absoluto	2017T2	81,9
De 65 a 69 años	Hombres	Valor absoluto	2017T1	79,3
De 65 a 69 años	Hombres	Valor absoluto	2016T4	77,6
De 65 a 69 años	Hombres	Valor absoluto	2016T3	72,1
De 65 a 69 años	Hombres	Valor absoluto	2016T2	70,0
De 65 a 69 años	Hombres	Valor absoluto	2016T1	63,8
De 65 a 69 años	Hombres	Valor absoluto	2015T4	71,4
De 65 a 69 años	Hombres	Valor absoluto	2015T3	62,0
De 65 a 69 años	Hombres	Valor absoluto	2015T2	63,9
De 65 a 69 años	Hombres	Valor absoluto	2015T1	66,5
De 65 a 69 años	Hombres	Valor absoluto	2014T4	62,5
De 65 a 69 años	Hombres	Valor absoluto	2014T3	68,2
De 65 a 69 años	Hombres	Valor absoluto	2014T2	61,8
De 65 a 69 años	Hombres	Valor absoluto	2014T1	57,9
De 65 a 69 años	Hombres	Valor absoluto	2013T4	62,0
De 65 a 69 años	Hombres	Valor absoluto	2013T3	64,5
De 65 a 69 años	Hombres	Valor absoluto	2013T2	64,4
De 65 a 69 años	Hombres	Valor absoluto	2013T1	69,4
De 65 a 69 años	Hombres	Valor absoluto	2012T4	72,2
De 65 a 69 años	Hombres	Valor absoluto	2012T3	71,2
De 65 a 69 años	Hombres	Valor absoluto	2012T2	67,0
De 65 a 69 años	Hombres	Valor absoluto	2012T1	64,5
De 65 a 69 años	Hombres	Valor absoluto	2011T4	69,3
De 65 a 69 años	Hombres	Valor absoluto	2011T3	59,5
De 65 a 69 años	Hombres	Valor absoluto	2011T2	58,5
De 65 a 69 años	Hombres	Valor absoluto	2011T1	55,8
De 65 a 69 años	Hombres	Valor absoluto	2010T4	61,3
De 65 a 69 años	Hombres	Valor absoluto	2010T3	64,6
De 65 a 69 años	Hombres	Valor absoluto	2010T2	65,0
De 65 a 69 años	Hombres	Valor absoluto	2010T1	64,2
De 65 a 69 años	Hombres	Valor absoluto	2009T4	76,1
De 65 a 69 años	Hombres	Valor absoluto	2009T3	68,1
De 65 a 69 años	Hombres	Valor absoluto	2009T2	63,1
De 65 a 69 años	Hombres	Valor absoluto	2009T1	64,3
De 65 a 69 años	Hombres	Valor absoluto	2008T4	70,9
De 65 a 69 años	Hombres	Valor absoluto	2008T3	73,1
De 65 a 69 años	Hombres	Valor absoluto	2008T2	77,2
De 65 a 69 años	Hombres	Valor absoluto	2008T1	72,4
De 65 a 69 años	Hombres	Valor absoluto	2007T4	68,2
De 65 a 69 años	Hombres	Valor absoluto	2007T3	69,2
De 65 a 69 años	Hombres	Valor absoluto	2007T2	62,2
De 65 a 69 años	Hombres	Valor absoluto	2007T1	66,4
De 65 a 69 años	Hombres	Valor absoluto	2006T4	64,9
De 65 a 69 años	Hombres	Valor absoluto	2006T3	71,2
De 65 a 69 años	Hombres	Valor absoluto	2006T2	74,4
De 65 a 69 años	Hombres	Valor absoluto	2006T1	63,8
De 65 a 69 años	Hombres	Valor absoluto	2005T4	65,8
De 65 a 69 años	Hombres	Valor absoluto	2005T3	61,4
De 65 a 69 años	Hombres	Valor absoluto	2005T2	59,4
De 65 a 69 años	Hombres	Valor absoluto	2005T1	58,1
De 65 a 69 años	Hombres	Valor absoluto	2004T4	45,8
De 65 a 69 años	Hombres	Valor absoluto	2004T3	46,8
De 65 a 69 años	Hombres	Valor absoluto	2004T2	54,8
De 65 a 69 años	Hombres	Valor absoluto	2004T1	53,4
De 65 a 69 años	Hombres	Valor absoluto	2003T4	53,2
De 65 a 69 años	Hombres	Valor absoluto	2003T3	50,1
De 65 a 69 años	Hombres	Valor absoluto	2003T2	51,1
De 65 a 69 años	Hombres	Valor absoluto	2003T1	55,1
De 65 a 69 años	Hombres	Valor absoluto	2002T4	46,5
De 65 a 69 años	Hombres	Valor absoluto	2002T3	50,5
De 65 a 69 años	Hombres	Valor absoluto	2002T2	50,4
De 65 a 69 años	Hombres	Valor absoluto	2002T1	56,8
De 65 a 69 años	Hombres	Porcentaje	2022T3	1,2
De 65 a 69 años	Hombres	Porcentaje	2022T2	1,1
De 65 a 69 años	Hombres	Porcentaje	2022T1	1,1
De 65 a 69 años	Hombres	Porcentaje	2021T4	1,1
De 65 a 69 años	Hombres	Porcentaje	2021T3	1,0
De 65 a 69 años	Hombres	Porcentaje	2021T2	1,1
De 65 a 69 años	Hombres	Porcentaje	2021T1	1,0
De 65 a 69 años	Hombres	Porcentaje	2020T4	1,0
De 65 a 69 años	Hombres	Porcentaje	2020T3	1,0
De 65 a 69 años	Hombres	Porcentaje	2020T2	0,9
De 65 a 69 años	Hombres	Porcentaje	2020T1	0,8
De 65 a 69 años	Hombres	Porcentaje	2019T4	0,8
De 65 a 69 años	Hombres	Porcentaje	2019T3	0,8
De 65 a 69 años	Hombres	Porcentaje	2019T2	0,8
De 65 a 69 años	Hombres	Porcentaje	2019T1	0,7
De 65 a 69 años	Hombres	Porcentaje	2018T4	0,7
De 65 a 69 años	Hombres	Porcentaje	2018T3	0,7
De 65 a 69 años	Hombres	Porcentaje	2018T2	0,7
De 65 a 69 años	Hombres	Porcentaje	2018T1	0,7
De 65 a 69 años	Hombres	Porcentaje	2017T4	0,7
De 65 a 69 años	Hombres	Porcentaje	2017T3	0,7
De 65 a 69 años	Hombres	Porcentaje	2017T2	0,7
De 65 a 69 años	Hombres	Porcentaje	2017T1	0,7
De 65 a 69 años	Hombres	Porcentaje	2016T4	0,6
De 65 a 69 años	Hombres	Porcentaje	2016T3	0,6
De 65 a 69 años	Hombres	Porcentaje	2016T2	0,6
De 65 a 69 años	Hombres	Porcentaje	2016T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2015T4	0,6
De 65 a 69 años	Hombres	Porcentaje	2015T3	0,5
De 65 a 69 años	Hombres	Porcentaje	2015T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2015T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2014T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2014T3	0,6
De 65 a 69 años	Hombres	Porcentaje	2014T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2014T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2013T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2013T3	0,5
De 65 a 69 años	Hombres	Porcentaje	2013T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2013T1	0,6
De 65 a 69 años	Hombres	Porcentaje	2012T4	0,6
De 65 a 69 años	Hombres	Porcentaje	2012T3	0,6
De 65 a 69 años	Hombres	Porcentaje	2012T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2012T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2011T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2011T3	0,5
De 65 a 69 años	Hombres	Porcentaje	2011T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2011T1	0,4
De 65 a 69 años	Hombres	Porcentaje	2010T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2010T3	0,5
De 65 a 69 años	Hombres	Porcentaje	2010T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2010T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2009T4	0,6
De 65 a 69 años	Hombres	Porcentaje	2009T3	0,5
De 65 a 69 años	Hombres	Porcentaje	2009T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2009T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2008T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2008T3	0,6
De 65 a 69 años	Hombres	Porcentaje	2008T2	0,6
De 65 a 69 años	Hombres	Porcentaje	2008T1	0,6
De 65 a 69 años	Hombres	Porcentaje	2007T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2007T3	0,5
De 65 a 69 años	Hombres	Porcentaje	2007T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2007T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2006T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2006T3	0,6
De 65 a 69 años	Hombres	Porcentaje	2006T2	0,6
De 65 a 69 años	Hombres	Porcentaje	2006T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2005T4	0,5
De 65 a 69 años	Hombres	Porcentaje	2005T3	0,5
De 65 a 69 años	Hombres	Porcentaje	2005T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2005T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2004T4	0,4
De 65 a 69 años	Hombres	Porcentaje	2004T3	0,4
De 65 a 69 años	Hombres	Porcentaje	2004T2	0,5
De 65 a 69 años	Hombres	Porcentaje	2004T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2003T4	0,4
De 65 a 69 años	Hombres	Porcentaje	2003T3	0,4
De 65 a 69 años	Hombres	Porcentaje	2003T2	0,4
De 65 a 69 años	Hombres	Porcentaje	2003T1	0,5
De 65 a 69 años	Hombres	Porcentaje	2002T4	0,4
De 65 a 69 años	Hombres	Porcentaje	2002T3	0,4
De 65 a 69 años	Hombres	Porcentaje	2002T2	0,4
De 65 a 69 años	Hombres	Porcentaje	2002T1	0,5
De 65 a 69 años	Mujeres	Valor absoluto	2022T3	122,9
De 65 a 69 años	Mujeres	Valor absoluto	2022T2	121,5
De 65 a 69 años	Mujeres	Valor absoluto	2022T1	119,4
De 65 a 69 años	Mujeres	Valor absoluto	2021T4	113,0
De 65 a 69 años	Mujeres	Valor absoluto	2021T3	108,7
De 65 a 69 años	Mujeres	Valor absoluto	2021T2	110,5
De 65 a 69 años	Mujeres	Valor absoluto	2021T1	110,8
De 65 a 69 años	Mujeres	Valor absoluto	2020T4	108,4
De 65 a 69 años	Mujeres	Valor absoluto	2020T3	94,5
De 65 a 69 años	Mujeres	Valor absoluto	2020T2	85,6
De 65 a 69 años	Mujeres	Valor absoluto	2020T1	81,3
De 65 a 69 años	Mujeres	Valor absoluto	2019T4	75,1
De 65 a 69 años	Mujeres	Valor absoluto	2019T3	78,9
De 65 a 69 años	Mujeres	Valor absoluto	2019T2	79,0
De 65 a 69 años	Mujeres	Valor absoluto	2019T1	72,6
De 65 a 69 años	Mujeres	Valor absoluto	2018T4	73,8
De 65 a 69 años	Mujeres	Valor absoluto	2018T3	71,3
De 65 a 69 años	Mujeres	Valor absoluto	2018T2	65,3
De 65 a 69 años	Mujeres	Valor absoluto	2018T1	56,9
De 65 a 69 años	Mujeres	Valor absoluto	2017T4	60,2
De 65 a 69 años	Mujeres	Valor absoluto	2017T3	59,4
De 65 a 69 años	Mujeres	Valor absoluto	2017T2	58,5
De 65 a 69 años	Mujeres	Valor absoluto	2017T1	55,7
De 65 a 69 años	Mujeres	Valor absoluto	2016T4	56,2
De 65 a 69 años	Mujeres	Valor absoluto	2016T3	60,7
De 65 a 69 años	Mujeres	Valor absoluto	2016T2	61,2
De 65 a 69 años	Mujeres	Valor absoluto	2016T1	58,4
De 65 a 69 años	Mujeres	Valor absoluto	2015T4	60,8
De 65 a 69 años	Mujeres	Valor absoluto	2015T3	61,2
De 65 a 69 años	Mujeres	Valor absoluto	2015T2	51,5
De 65 a 69 años	Mujeres	Valor absoluto	2015T1	48,1
De 65 a 69 años	Mujeres	Valor absoluto	2014T4	47,4
De 65 a 69 años	Mujeres	Valor absoluto	2014T3	46,1
De 65 a 69 años	Mujeres	Valor absoluto	2014T2	42,9
De 65 a 69 años	Mujeres	Valor absoluto	2014T1	46,7
De 65 a 69 años	Mujeres	Valor absoluto	2013T4	50,8
De 65 a 69 años	Mujeres	Valor absoluto	2013T3	47,3
De 65 a 69 años	Mujeres	Valor absoluto	2013T2	48,5
De 65 a 69 años	Mujeres	Valor absoluto	2013T1	47,2
De 65 a 69 años	Mujeres	Valor absoluto	2012T4	54,4
De 65 a 69 años	Mujeres	Valor absoluto	2012T3	53,4
De 65 a 69 años	Mujeres	Valor absoluto	2012T2	52,7
De 65 a 69 años	Mujeres	Valor absoluto	2012T1	48,5
De 65 a 69 años	Mujeres	Valor absoluto	2011T4	53,0
De 65 a 69 años	Mujeres	Valor absoluto	2011T3	45,7
De 65 a 69 años	Mujeres	Valor absoluto	2011T2	50,0
De 65 a 69 años	Mujeres	Valor absoluto	2011T1	52,7
De 65 a 69 años	Mujeres	Valor absoluto	2010T4	52,3
De 65 a 69 años	Mujeres	Valor absoluto	2010T3	47,7
De 65 a 69 años	Mujeres	Valor absoluto	2010T2	50,8
De 65 a 69 años	Mujeres	Valor absoluto	2010T1	46,7
De 65 a 69 años	Mujeres	Valor absoluto	2009T4	47,2
De 65 a 69 años	Mujeres	Valor absoluto	2009T3	44,7
De 65 a 69 años	Mujeres	Valor absoluto	2009T2	47,2
De 65 a 69 años	Mujeres	Valor absoluto	2009T1	48,1
De 65 a 69 años	Mujeres	Valor absoluto	2008T4	48,6
De 65 a 69 años	Mujeres	Valor absoluto	2008T3	42,8
De 65 a 69 años	Mujeres	Valor absoluto	2008T2	40,3
De 65 a 69 años	Mujeres	Valor absoluto	2008T1	36,3
De 65 a 69 años	Mujeres	Valor absoluto	2007T4	31,5
De 65 a 69 años	Mujeres	Valor absoluto	2007T3	33,0
De 65 a 69 años	Mujeres	Valor absoluto	2007T2	29,0
De 65 a 69 años	Mujeres	Valor absoluto	2007T1	30,3
De 65 a 69 años	Mujeres	Valor absoluto	2006T4	31,7
De 65 a 69 años	Mujeres	Valor absoluto	2006T3	31,4
De 65 a 69 años	Mujeres	Valor absoluto	2006T2	32,6
De 65 a 69 años	Mujeres	Valor absoluto	2006T1	30,4
De 65 a 69 años	Mujeres	Valor absoluto	2005T4	29,1
De 65 a 69 años	Mujeres	Valor absoluto	2005T3	30,9
De 65 a 69 años	Mujeres	Valor absoluto	2005T2	30,1
De 65 a 69 años	Mujeres	Valor absoluto	2005T1	30,7
De 65 a 69 años	Mujeres	Valor absoluto	2004T4	27,9
De 65 a 69 años	Mujeres	Valor absoluto	2004T3	29,6
De 65 a 69 años	Mujeres	Valor absoluto	2004T2	30,4
De 65 a 69 años	Mujeres	Valor absoluto	2004T1	28,7
De 65 a 69 años	Mujeres	Valor absoluto	2003T4	25,1
De 65 a 69 años	Mujeres	Valor absoluto	2003T3	26,5
De 65 a 69 años	Mujeres	Valor absoluto	2003T2	29,2
De 65 a 69 años	Mujeres	Valor absoluto	2003T1	27,4
De 65 a 69 años	Mujeres	Valor absoluto	2002T4	25,1
De 65 a 69 años	Mujeres	Valor absoluto	2002T3	25,7
De 65 a 69 años	Mujeres	Valor absoluto	2002T2	28,9
De 65 a 69 años	Mujeres	Valor absoluto	2002T1	28,6
De 65 a 69 años	Mujeres	Porcentaje	2022T3	1,1
De 65 a 69 años	Mujeres	Porcentaje	2022T2	1,1
De 65 a 69 años	Mujeres	Porcentaje	2022T1	1,1
De 65 a 69 años	Mujeres	Porcentaje	2021T4	1,0
De 65 a 69 años	Mujeres	Porcentaje	2021T3	1,0
De 65 a 69 años	Mujeres	Porcentaje	2021T2	1,0
De 65 a 69 años	Mujeres	Porcentaje	2021T1	1,0
De 65 a 69 años	Mujeres	Porcentaje	2020T4	1,0
De 65 a 69 años	Mujeres	Porcentaje	2020T3	0,9
De 65 a 69 años	Mujeres	Porcentaje	2020T2	0,8
De 65 a 69 años	Mujeres	Porcentaje	2020T1	0,8
De 65 a 69 años	Mujeres	Porcentaje	2019T4	0,7
De 65 a 69 años	Mujeres	Porcentaje	2019T3	0,7
De 65 a 69 años	Mujeres	Porcentaje	2019T2	0,7
De 65 a 69 años	Mujeres	Porcentaje	2019T1	0,7
De 65 a 69 años	Mujeres	Porcentaje	2018T4	0,7
De 65 a 69 años	Mujeres	Porcentaje	2018T3	0,7
De 65 a 69 años	Mujeres	Porcentaje	2018T2	0,6
De 65 a 69 años	Mujeres	Porcentaje	2018T1	0,5
De 65 a 69 años	Mujeres	Porcentaje	2017T4	0,6
De 65 a 69 años	Mujeres	Porcentaje	2017T3	0,6
De 65 a 69 años	Mujeres	Porcentaje	2017T2	0,6
De 65 a 69 años	Mujeres	Porcentaje	2017T1	0,5
De 65 a 69 años	Mujeres	Porcentaje	2016T4	0,5
De 65 a 69 años	Mujeres	Porcentaje	2016T3	0,6
De 65 a 69 años	Mujeres	Porcentaje	2016T2	0,6
De 65 a 69 años	Mujeres	Porcentaje	2016T1	0,6
De 65 a 69 años	Mujeres	Porcentaje	2015T4	0,6
De 65 a 69 años	Mujeres	Porcentaje	2015T3	0,6
De 65 a 69 años	Mujeres	Porcentaje	2015T2	0,5
De 65 a 69 años	Mujeres	Porcentaje	2015T1	0,5
De 65 a 69 años	Mujeres	Porcentaje	2014T4	0,4
De 65 a 69 años	Mujeres	Porcentaje	2014T3	0,4
De 65 a 69 años	Mujeres	Porcentaje	2014T2	0,4
De 65 a 69 años	Mujeres	Porcentaje	2014T1	0,4
De 65 a 69 años	Mujeres	Porcentaje	2013T4	0,5
De 65 a 69 años	Mujeres	Porcentaje	2013T3	0,4
De 65 a 69 años	Mujeres	Porcentaje	2013T2	0,5
De 65 a 69 años	Mujeres	Porcentaje	2013T1	0,4
De 65 a 69 años	Mujeres	Porcentaje	2012T4	0,5
De 65 a 69 años	Mujeres	Porcentaje	2012T3	0,5
De 65 a 69 años	Mujeres	Porcentaje	2012T2	0,5
De 65 a 69 años	Mujeres	Porcentaje	2012T1	0,5
De 65 a 69 años	Mujeres	Porcentaje	2011T4	0,5
De 65 a 69 años	Mujeres	Porcentaje	2011T3	0,4
De 65 a 69 años	Mujeres	Porcentaje	2011T2	0,5
De 65 a 69 años	Mujeres	Porcentaje	2011T1	0,5
De 65 a 69 años	Mujeres	Porcentaje	2010T4	0,5
De 65 a 69 años	Mujeres	Porcentaje	2010T3	0,5
De 65 a 69 años	Mujeres	Porcentaje	2010T2	0,5
De 65 a 69 años	Mujeres	Porcentaje	2010T1	0,5
De 65 a 69 años	Mujeres	Porcentaje	2009T4	0,5
De 65 a 69 años	Mujeres	Porcentaje	2009T3	0,4
De 65 a 69 años	Mujeres	Porcentaje	2009T2	0,5
De 65 a 69 años	Mujeres	Porcentaje	2009T1	0,5
De 65 a 69 años	Mujeres	Porcentaje	2008T4	0,5
De 65 a 69 años	Mujeres	Porcentaje	2008T3	0,4
De 65 a 69 años	Mujeres	Porcentaje	2008T2	0,4
De 65 a 69 años	Mujeres	Porcentaje	2008T1	0,4
De 65 a 69 años	Mujeres	Porcentaje	2007T4	0,3
De 65 a 69 años	Mujeres	Porcentaje	2007T3	0,3
De 65 a 69 años	Mujeres	Porcentaje	2007T2	0,3
De 65 a 69 años	Mujeres	Porcentaje	2007T1	0,3
De 65 a 69 años	Mujeres	Porcentaje	2006T4	0,3
De 65 a 69 años	Mujeres	Porcentaje	2006T3	0,3
De 65 a 69 años	Mujeres	Porcentaje	2006T2	0,4
De 65 a 69 años	Mujeres	Porcentaje	2006T1	0,3
De 65 a 69 años	Mujeres	Porcentaje	2005T4	0,3
De 65 a 69 años	Mujeres	Porcentaje	2005T3	0,4
De 65 a 69 años	Mujeres	Porcentaje	2005T2	0,3
De 65 a 69 años	Mujeres	Porcentaje	2005T1	0,4
De 65 a 69 años	Mujeres	Porcentaje	2004T4	0,3
De 65 a 69 años	Mujeres	Porcentaje	2004T3	0,4
De 65 a 69 años	Mujeres	Porcentaje	2004T2	0,4
De 65 a 69 años	Mujeres	Porcentaje	2004T1	0,3
De 65 a 69 años	Mujeres	Porcentaje	2003T4	0,3
De 65 a 69 años	Mujeres	Porcentaje	2003T3	0,3
De 65 a 69 años	Mujeres	Porcentaje	2003T2	0,4
De 65 a 69 años	Mujeres	Porcentaje	2003T1	0,3
De 65 a 69 años	Mujeres	Porcentaje	2002T4	0,3
De 65 a 69 años	Mujeres	Porcentaje	2002T3	0,3
De 65 a 69 años	Mujeres	Porcentaje	2002T2	0,4
De 65 a 69 años	Mujeres	Porcentaje	2002T1	0,4
70 y más años	Ambos sexos	Valor absoluto	2022T3	60,7
70 y más años	Ambos sexos	Valor absoluto	2022T2	63,1
